chain,layer,address,cosmos_address,denom,amount_micro,amount_phmn,tags,relation_notes,accounting_layer,accounting_note,source_type
juno,current,juno100rmc4gxgr7alet8myhll0st77ln4ygt8zuh7h,cosmos100rmc4gxgr7alet8myhll0st77ln4ygt3slvet,cw20:juno1rws84uz7969aaa7pej303udhlkt3j9ca0l3egpcae98jwak9quzq8szn2l,1076252,1.076252,,,das_staking_active,Expanded from DAS staking contract juno1jktfdt5g2d0fguvy8r8pl4gly7wps8phkwy08z6upc4nazkumrwq7lj0vn; active staked PHMN attributed to user.,das_staked
juno,current,juno102347ruftecjedq46chpcg5lz33e0d4gkh66vn,cosmos102347ruftecjedq46chpcg5lz33e0d4gq9ept0,cw20:juno1rws84uz7969aaa7pej303udhlkt3j9ca0l3egpcae98jwak9quzq8szn2l,2206001,2.206001,,,das_staking_active,Expanded from DAS staking contract juno1jktfdt5g2d0fguvy8r8pl4gly7wps8phkwy08z6upc4nazkumrwq7lj0vn; active staked PHMN attributed to user.,das_staked
juno,current,juno102cds4w2edatrla99dn9cdal8k0ne9udafy2wc,cosmos102cds4w2edatrla99dn9cdal8k0ne9udtm83fy,cw20:juno1rws84uz7969aaa7pej303udhlkt3j9ca0l3egpcae98jwak9quzq8szn2l,63785,0.063785,,,das_staking_active,Expanded from DAS staking contract juno1jktfdt5g2d0fguvy8r8pl4gly7wps8phkwy08z6upc4nazkumrwq7lj0vn; active staked PHMN attributed to user.,das_staked
juno,current,juno102fyydy26y3j2prnnksn0nk75n8xsdc63mzn8y,cosmos102fyydy26y3j2prnnksn0nk75n8xsdc68fpgqc,cw20:juno1rws84uz7969aaa7pej303udhlkt3j9ca0l3egpcae98jwak9quzq8szn2l,13127,0.013127,,,das_staking_active,Expanded from DAS staking contract juno1jktfdt5g2d0fguvy8r8pl4gly7wps8phkwy08z6upc4nazkumrwq7lj0vn; active staked PHMN attributed to user.,das_staked
juno,current,juno102r9mpa7cz8apa3987xgaeaevz4v4z5mu2uh3d,cosmos102r9mpa7cz8apa3987xgaeaevz4v4z5m2clvk3,cw20:juno1rws84uz7969aaa7pej303udhlkt3j9ca0l3egpcae98jwak9quzq8szn2l,137803,0.137803,,,das_staking_active,Expanded from DAS staking contract juno1jktfdt5g2d0fguvy8r8pl4gly7wps8phkwy08z6upc4nazkumrwq7lj0vn; active staked PHMN attributed to user.,das_staked
juno,current,juno102ulxjq2zs8q7zc60wg7pe7zv03fspzxs4y7vk,cosmos102ulxjq2zs8q7zc60wg7pe7zv03fspzxx889t2,cw20:juno1rws84uz7969aaa7pej303udhlkt3j9ca0l3egpcae98jwak9quzq8szn2l,5797086,5.797086,,,das_staking_active,Expanded from DAS staking contract juno1jktfdt5g2d0fguvy8r8pl4gly7wps8phkwy08z6upc4nazkumrwq7lj0vn; active staked PHMN attributed to user.,das_staked
juno,current,juno102v5hzgvgzktwd33hszevkfcsqyh60xgymevau,cosmos102v5hzgvgzktwd33hszevkfcsqyh60xgjf6h6q,cw20:juno1rws84uz7969aaa7pej303udhlkt3j9ca0l3egpcae98jwak9quzq8szn2l,650986,0.650986,,,das_staking_active,Expanded from DAS staking contract juno1jktfdt5g2d0fguvy8r8pl4gly7wps8phkwy08z6upc4nazkumrwq7lj0vn; active staked PHMN attributed to user.,das_staked
juno,current,juno102wxqcqnu8hvgaxlq2ur9n734s20g8tgjr8t4w,cosmos102wxqcqnu8hvgaxlq2ur9n734s20g8tgy3ysjj,cw20:juno1rws84uz7969aaa7pej303udhlkt3j9ca0l3egpcae98jwak9quzq8szn2l,451132,0.451132,,,das_staking_active,Expanded from DAS staking contract juno1jktfdt5g2d0fguvy8r8pl4gly7wps8phkwy08z6upc4nazkumrwq7lj0vn; active staked PHMN attributed to user.,das_staked
juno,current,juno1034gpkf540sy3fm6pvh34p3p3jy3w426uynuch,cosmos1034gpkf540sy3fm6pvh34p3p3jy3w4262ks8lt,cw20:juno1rws84uz7969aaa7pej303udhlkt3j9ca0l3egpcae98jwak9quzq8szn2l,41588917,41.588917,,,das_staking_active,Expanded from DAS staking contract juno1jktfdt5g2d0fguvy8r8pl4gly7wps8phkwy08z6upc4nazkumrwq7lj0vn; active staked PHMN attributed to user.,das_staked
juno,current,juno103l025fw2x7d8k8px7d07vu667x0h5p56mnveh,cosmos103l025fw2x7d8k8px7d07vu667x0h5p5vfsh7t,cw20:juno1rws84uz7969aaa7pej303udhlkt3j9ca0l3egpcae98jwak9quzq8szn2l,137,0.000137,,,das_staking_active,Expanded from DAS staking contract juno1jktfdt5g2d0fguvy8r8pl4gly7wps8phkwy08z6upc4nazkumrwq7lj0vn; active staked PHMN attributed to user.,das_staked
juno,current,juno103verdnv4pzztty50ua7gs5gj25l2gwu0msyxy,cosmos103verdnv4pzztty50ua7gs5gj25l2gwuefnlpc,cw20:juno1rws84uz7969aaa7pej303udhlkt3j9ca0l3egpcae98jwak9quzq8szn2l,1017381,1.017381,,,das_staking_active,Expanded from DAS staking contract juno1jktfdt5g2d0fguvy8r8pl4gly7wps8phkwy08z6upc4nazkumrwq7lj0vn; active staked PHMN attributed to user.,das_staked
juno,current,juno103ysfd229vnd4a8382t0hgv03h8pcjq5xuq9cx,cosmos103ysfd229vnd4a8382t0hgv03h8pcjq5swr7l6,cw20:juno1rws84uz7969aaa7pej303udhlkt3j9ca0l3egpcae98jwak9quzq8szn2l,31285,0.031285,,,das_staking_active,Expanded from DAS staking contract juno1jktfdt5g2d0fguvy8r8pl4gly7wps8phkwy08z6upc4nazkumrwq7lj0vn; active staked PHMN attributed to user.,das_staked
juno,current,juno104gtuzygflxu0trwgy2skqw5dzqeaqv5jjh9lt,cosmos104gtuzygflxu0trwgy2skqw5dzqeaqv5yq57ch,cw20:juno1rws84uz7969aaa7pej303udhlkt3j9ca0l3egpcae98jwak9quzq8szn2l,4957,0.004957,,,das_staking_active,Expanded from DAS staking contract juno1jktfdt5g2d0fguvy8r8pl4gly7wps8phkwy08z6upc4nazkumrwq7lj0vn; active staked PHMN attributed to user.,das_staked
juno,current,juno104h8x484ps9nj2467mzwmqspkwf0u7wfxrzumv,cosmos104h8x484ps9nj2467mzwmqspkwf0u7wfs3p8us,cw20:juno1rws84uz7969aaa7pej303udhlkt3j9ca0l3egpcae98jwak9quzq8szn2l,474738,0.474738,,,das_staking_active,Expanded from DAS staking contract juno1jktfdt5g2d0fguvy8r8pl4gly7wps8phkwy08z6upc4nazkumrwq7lj0vn; active staked PHMN attributed to user.,das_staked
juno,current,juno104rmu0ag94ljwayu4qdh803g8rwrecqtuyquv6,cosmos104rmu0ag94ljwayu4qdh803g8rwrecqt2kr8tx,cw20:juno1rws84uz7969aaa7pej303udhlkt3j9ca0l3egpcae98jwak9quzq8szn2l,2020,0.002020,,,das_staking_pending_claim,Expanded from DAS staking contract juno1jktfdt5g2d0fguvy8r8pl4gly7wps8phkwy08z6upc4nazkumrwq7lj0vn; unbonding/pending claim PHMN attributed to user.,das_pending_claim
juno,current,juno104zwnd55uf8e07ehzljecpj764rsmvwd96gs65,cosmos104zwnd55uf8e07ehzljecpj764rsmvwdngttag,cw20:juno1rws84uz7969aaa7pej303udhlkt3j9ca0l3egpcae98jwak9quzq8szn2l,321090,0.321090,,,das_staking_active,Expanded from DAS staking contract juno1jktfdt5g2d0fguvy8r8pl4gly7wps8phkwy08z6upc4nazkumrwq7lj0vn; active staked PHMN attributed to user.,das_staked
juno,current,juno105mmukjxmfeuv8jpga35yzdumcxacsz4mavd9x,cosmos105mmukjxmfeuv8jpga35yzdumcxacsz4d00kz6,cw20:juno1rws84uz7969aaa7pej303udhlkt3j9ca0l3egpcae98jwak9quzq8szn2l,948792,0.948792,,,das_staking_active,Expanded from DAS staking contract juno1jktfdt5g2d0fguvy8r8pl4gly7wps8phkwy08z6upc4nazkumrwq7lj0vn; active staked PHMN attributed to user.,das_staked
juno,current,juno105ytzzer2c6h63tfy9cu8x6sajclzzaxfqz6h0,cosmos105ytzzer2c6h63tfy9cu8x6sajclzzaxljppsn,cw20:juno1rws84uz7969aaa7pej303udhlkt3j9ca0l3egpcae98jwak9quzq8szn2l,15509079,15.509079,,,das_staking_active,Expanded from DAS staking contract juno1jktfdt5g2d0fguvy8r8pl4gly7wps8phkwy08z6upc4nazkumrwq7lj0vn; active staked PHMN attributed to user.,das_staked
juno,current,juno106ulues9gjv9hcn8ackxmq7a5fkxlhspy6ytmt,cosmos106ulues9gjv9hcn8ackxmq7a5fkxlhspjg8suh,cw20:juno1rws84uz7969aaa7pej303udhlkt3j9ca0l3egpcae98jwak9quzq8szn2l,442891,0.442891,,,das_staking_active,Expanded from DAS staking contract juno1jktfdt5g2d0fguvy8r8pl4gly7wps8phkwy08z6upc4nazkumrwq7lj0vn; active staked PHMN attributed to user.,das_staked
juno,current,juno106ylp7a2x2c7j8qw9s0n0k9zdg8y2gu6tcew4r,cosmos106ylp7a2x2c7j8qw9s0n0k9zdg8y2gu6a264jl,cw20:juno1rws84uz7969aaa7pej303udhlkt3j9ca0l3egpcae98jwak9quzq8szn2l,510000,0.510000,,,das_staking_pending_claim,Expanded from DAS staking contract juno1jktfdt5g2d0fguvy8r8pl4gly7wps8phkwy08z6upc4nazkumrwq7lj0vn; unbonding/pending claim PHMN attributed to user.,das_pending_claim
juno,current,juno1078t56r2s4gucf3nu8sh7h4cqsd2sg73sv05fp,cosmos1078t56r2s4gucf3nu8sh7h4cqsd2sg73x7v0wa,cw20:juno1rws84uz7969aaa7pej303udhlkt3j9ca0l3egpcae98jwak9quzq8szn2l,26732,0.026732,,,das_staking_active,Expanded from DAS staking contract juno1jktfdt5g2d0fguvy8r8pl4gly7wps8phkwy08z6upc4nazkumrwq7lj0vn; active staked PHMN attributed to user.,das_staked
juno,current,juno107u93j8nx26hf7tgmt32f4tz892x72avswg6rk,cosmos107u93j8nx26hf7tgmt32f4tz892x72avxutpy2,cw20:juno1rws84uz7969aaa7pej303udhlkt3j9ca0l3egpcae98jwak9quzq8szn2l,2558054,2.558054,,,das_staking_active,Expanded from DAS staking contract juno1jktfdt5g2d0fguvy8r8pl4gly7wps8phkwy08z6upc4nazkumrwq7lj0vn; active staked PHMN attributed to user.,das_staked
juno,current,juno107vcd0zwh2sckwmq9dwzvf4zrvuj7z2539ycen,cosmos107vcd0zwh2sckwmq9dwzvf4zrvuj7z258h8r70,cw20:juno1rws84uz7969aaa7pej303udhlkt3j9ca0l3egpcae98jwak9quzq8szn2l,10142643,10.142643,,,das_staking_active,Expanded from DAS staking contract juno1jktfdt5g2d0fguvy8r8pl4gly7wps8phkwy08z6upc4nazkumrwq7lj0vn; active staked PHMN attributed to user.,das_staked
juno,current,juno1083svrca4t350mphfv9x45wq9asrs60c7a585a,cosmos1083svrca4t350mphfv9x45wq9asrs60cg0hunp,cw20:juno1rws84uz7969aaa7pej303udhlkt3j9ca0l3egpcae98jwak9quzq8szn2l,15000000,15.000000,,,das_staking_active,Expanded from DAS staking contract juno1jktfdt5g2d0fguvy8r8pl4gly7wps8phkwy08z6upc4nazkumrwq7lj0vn; active staked PHMN attributed to user.,das_staked
juno,current,juno1084swdrzwxajsg8tpjcelhvyc0qztltxw06qlx,cosmos1084swdrzwxajsg8tpjcelhvyc0qztltxcaemc6,cw20:juno1rws84uz7969aaa7pej303udhlkt3j9ca0l3egpcae98jwak9quzq8szn2l,1350,0.001350,,,das_staking_pending_claim,Expanded from DAS staking contract juno1jktfdt5g2d0fguvy8r8pl4gly7wps8phkwy08z6upc4nazkumrwq7lj0vn; unbonding/pending claim PHMN attributed to user.,das_pending_claim
juno,current,juno108d5xmp7g7cft8q7j2ez52kyreqglhn3j2z33a,cosmos108d5xmp7g7cft8q7j2ez52kyreqglhn3ycp2kp,cw20:juno1rws84uz7969aaa7pej303udhlkt3j9ca0l3egpcae98jwak9quzq8szn2l,1501650,1.501650,,,das_staking_active,Expanded from DAS staking contract juno1jktfdt5g2d0fguvy8r8pl4gly7wps8phkwy08z6upc4nazkumrwq7lj0vn; active staked PHMN attributed to user.,das_staked
juno,current,juno108f6c5u6h4zg97v78fwj6u42wwy49f86le2smw,cosmos108f6c5u6h4zg97v78fwj6u42wwy49f86ftftuj,cw20:juno1rws84uz7969aaa7pej303udhlkt3j9ca0l3egpcae98jwak9quzq8szn2l,14112,0.014112,,,das_staking_pending_claim,Expanded from DAS staking contract juno1jktfdt5g2d0fguvy8r8pl4gly7wps8phkwy08z6upc4nazkumrwq7lj0vn; unbonding/pending claim PHMN attributed to user.,das_pending_claim
juno,current,juno108nm3f66cllgj70q6aumctc7cslkn3vsng5r29,cosmos108nm3f66cllgj70q6aumctc7cslkn3vs96hcde,cw20:juno1rws84uz7969aaa7pej303udhlkt3j9ca0l3egpcae98jwak9quzq8szn2l,30,0.000030,,,das_staking_active,Expanded from DAS staking contract juno1jktfdt5g2d0fguvy8r8pl4gly7wps8phkwy08z6upc4nazkumrwq7lj0vn; active staked PHMN attributed to user.,das_staked
juno,current,juno108w0az5vtr2xdudg7mymllexe87cytaxudtztj,cosmos108w0az5vtr2xdudg7mymllexe87cytax2lgevw,cw20:juno1rws84uz7969aaa7pej303udhlkt3j9ca0l3egpcae98jwak9quzq8szn2l,42081,0.042081,,,das_staking_active,Expanded from DAS staking contract juno1jktfdt5g2d0fguvy8r8pl4gly7wps8phkwy08z6upc4nazkumrwq7lj0vn; active staked PHMN attributed to user.,das_staked
juno,current,juno10962jenlsq0sfqmd3q026ye0kcceder5cgng5y,cosmos10962jenlsq0sfqmd3q026ye0kcceder5w6snnc,cw20:juno1rws84uz7969aaa7pej303udhlkt3j9ca0l3egpcae98jwak9quzq8szn2l,445377,0.445377,,,das_staking_active,Expanded from DAS staking contract juno1jktfdt5g2d0fguvy8r8pl4gly7wps8phkwy08z6upc4nazkumrwq7lj0vn; active staked PHMN attributed to user.,das_staked
juno,current,juno10a9mqy8cu04nyz3nj934ck39p6u9ddjts9rp4z,cosmos10a9mqy8cu04nyz3nj934ck39p6u9ddjtxhq6j7,cw20:juno1rws84uz7969aaa7pej303udhlkt3j9ca0l3egpcae98jwak9quzq8szn2l,10000,0.010000,,,das_staking_active,Expanded from DAS staking contract juno1jktfdt5g2d0fguvy8r8pl4gly7wps8phkwy08z6upc4nazkumrwq7lj0vn; active staked PHMN attributed to user.,das_staked
juno,current,juno10ad8lp6dx2gl8gw3dwmr480q0pfcagtateldc4,cosmos10ad8lp6dx2gl8gw3dwmr480q0pfcagtaatuklf,cw20:juno1rws84uz7969aaa7pej303udhlkt3j9ca0l3egpcae98jwak9quzq8szn2l,26418,0.026418,,,das_staking_active,Expanded from DAS staking contract juno1jktfdt5g2d0fguvy8r8pl4gly7wps8phkwy08z6upc4nazkumrwq7lj0vn; active staked PHMN attributed to user.,das_staked
juno,current,juno10c3r27nekd9w7s3swwg3t9sf5hzrvqjf4q6xrc,cosmos10c3r27nekd9w7s3swwg3t9sf5hzrvqjfrjeayy,cw20:juno1rws84uz7969aaa7pej303udhlkt3j9ca0l3egpcae98jwak9quzq8szn2l,11607647,11.607647,,,das_staking_active,Expanded from DAS staking contract juno1jktfdt5g2d0fguvy8r8pl4gly7wps8phkwy08z6upc4nazkumrwq7lj0vn; active staked PHMN attributed to user.,das_staked
juno,current,juno10cd2tak44adasz5j57uhr5ya9ne0j722c8nknn,cosmos10cd2tak44adasz5j57uhr5ya9ne0j722w4sd50,cw20:juno1rws84uz7969aaa7pej303udhlkt3j9ca0l3egpcae98jwak9quzq8szn2l,371948,0.371948,,,das_staking_active,Expanded from DAS staking contract juno1jktfdt5g2d0fguvy8r8pl4gly7wps8phkwy08z6upc4nazkumrwq7lj0vn; active staked PHMN attributed to user.,das_staked
juno,current,juno10cfq2d50mn5ue7j7mx9p2f0f0ks8en8a3scakz,cosmos10cfq2d50mn5ue7j7mx9p2f0f0ks8en8a8zmx37,cw20:juno1rws84uz7969aaa7pej303udhlkt3j9ca0l3egpcae98jwak9quzq8szn2l,11233,0.011233,,,das_staking_active,Expanded from DAS staking contract juno1jktfdt5g2d0fguvy8r8pl4gly7wps8phkwy08z6upc4nazkumrwq7lj0vn; active staked PHMN attributed to user.,das_staked
juno,current,juno10ch6pe3565mxwd88kj58hrhvyx85gu7m8hjspk,cosmos10ch6pe3565mxwd88kj58hrhvyx85gu7m393tx2,cw20:juno1rws84uz7969aaa7pej303udhlkt3j9ca0l3egpcae98jwak9quzq8szn2l,29581,0.029581,,,das_staking_active,Expanded from DAS staking contract juno1jktfdt5g2d0fguvy8r8pl4gly7wps8phkwy08z6upc4nazkumrwq7lj0vn; active staked PHMN attributed to user.,das_staked
juno,current,juno10cxumzz0qlfscuv60l2azdszeeqv2ztjlxgma2,cosmos10cxumzz0qlfscuv60l2azdszeeqv2ztjf5tq6k,cw20:juno1rws84uz7969aaa7pej303udhlkt3j9ca0l3egpcae98jwak9quzq8szn2l,18598,0.018598,,,das_staking_active,Expanded from DAS staking contract juno1jktfdt5g2d0fguvy8r8pl4gly7wps8phkwy08z6upc4nazkumrwq7lj0vn; active staked PHMN attributed to user.,das_staked
juno,current,juno10d4a0tngwk8m7242zrtdf7a706hxl2eykpcx8f,cosmos10d4a0tngwk8m7242zrtdf7a706hxl2eyqnmaq4,cw20:juno1rws84uz7969aaa7pej303udhlkt3j9ca0l3egpcae98jwak9quzq8szn2l,904,0.000904,,,das_staking_pending_claim,Expanded from DAS staking contract juno1jktfdt5g2d0fguvy8r8pl4gly7wps8phkwy08z6upc4nazkumrwq7lj0vn; unbonding/pending claim PHMN attributed to user.,das_pending_claim
juno,current,juno10datnnlcjmrdl37ka0g4u83chvxpfafmplpjf4,cosmos10datnnlcjmrdl37ka0g4u83chvxpfafmhdzfwf,cw20:juno1rws84uz7969aaa7pej303udhlkt3j9ca0l3egpcae98jwak9quzq8szn2l,38227,0.038227,,,das_staking_active,Expanded from DAS staking contract juno1jktfdt5g2d0fguvy8r8pl4gly7wps8phkwy08z6upc4nazkumrwq7lj0vn; active staked PHMN attributed to user.,das_staked
juno,current,juno10dcrsrn4ct7uyxcyd22euc8klj08q83ws49q83,cosmos10dcrsrn4ct7uyxcyd22euc8klj08q83wx8xmqd,cw20:juno1rws84uz7969aaa7pej303udhlkt3j9ca0l3egpcae98jwak9quzq8szn2l,235506230,235.506230,,,das_staking_active,Expanded from DAS staking contract juno1jktfdt5g2d0fguvy8r8pl4gly7wps8phkwy08z6upc4nazkumrwq7lj0vn; active staked PHMN attributed to user.,das_staked
juno,current,juno10f2zltg0jnlhjlxlpx93s4fyu8rx0q2dl985pw,cosmos10f2zltg0jnlhjlxlpx93s4fyu8rx0q2dfhy0xj,cw20:juno1rws84uz7969aaa7pej303udhlkt3j9ca0l3egpcae98jwak9quzq8szn2l,30000,0.030000,,,das_staking_active,Expanded from DAS staking contract juno1jktfdt5g2d0fguvy8r8pl4gly7wps8phkwy08z6upc4nazkumrwq7lj0vn; active staked PHMN attributed to user.,das_staked
juno,current,juno10f3x8crzvv0pgy70ytwjcgxxv57luc9eytmd32,cosmos10f3x8crzvv0pgy70ytwjcgxxv57luc9ejeckkk,cw20:juno1rws84uz7969aaa7pej303udhlkt3j9ca0l3egpcae98jwak9quzq8szn2l,500000,0.500000,,,das_staking_active,Expanded from DAS staking contract juno1jktfdt5g2d0fguvy8r8pl4gly7wps8phkwy08z6upc4nazkumrwq7lj0vn; active staked PHMN attributed to user.,das_staked
juno,current,juno10f3xmvevhr9674xj5gzy5pd0g9mjcyu32qgcy9,cosmos10f3xmvevhr9674xj5gzy5pd0g9mjcyu3ujtrre,cw20:juno1rws84uz7969aaa7pej303udhlkt3j9ca0l3egpcae98jwak9quzq8szn2l,9128865,9.128865,,,das_staking_active,Expanded from DAS staking contract juno1jktfdt5g2d0fguvy8r8pl4gly7wps8phkwy08z6upc4nazkumrwq7lj0vn; active staked PHMN attributed to user.,das_staked
juno,current,juno10fwlvt749384x2278gylk50kxvr2lgc5yh6a3m,cosmos10fwlvt749384x2278gylk50kxvr2lgc5j9exk8,cw20:juno1rws84uz7969aaa7pej303udhlkt3j9ca0l3egpcae98jwak9quzq8szn2l,13000000,13.000000,,,das_staking_active,Expanded from DAS staking contract juno1jktfdt5g2d0fguvy8r8pl4gly7wps8phkwy08z6upc4nazkumrwq7lj0vn; active staked PHMN attributed to user.,das_staked
juno,current,juno10gjze3ct8j5vkk6aspj2wdc8xldpj53gp3jw9y,cosmos10gjze3ct8j5vkk6aspj2wdc8xldpj53ghr34zc,cw20:juno1rws84uz7969aaa7pej303udhlkt3j9ca0l3egpcae98jwak9quzq8szn2l,195795,0.195795,,,das_staking_active,Expanded from DAS staking contract juno1jktfdt5g2d0fguvy8r8pl4gly7wps8phkwy08z6upc4nazkumrwq7lj0vn; active staked PHMN attributed to user.,das_staked
juno,current,juno10h0ws2e4ch9tn0uhkcjtlqp4qm33cyv0u0hmv0,cosmos10h0ws2e4ch9tn0uhkcjtlqp4qm33cyv02a5qtn,cw20:juno1rws84uz7969aaa7pej303udhlkt3j9ca0l3egpcae98jwak9quzq8szn2l,904,0.000904,,,das_staking_pending_claim,Expanded from DAS staking contract juno1jktfdt5g2d0fguvy8r8pl4gly7wps8phkwy08z6upc4nazkumrwq7lj0vn; unbonding/pending claim PHMN attributed to user.,das_pending_claim
juno,current,juno10h5qkujhw8jnztppngtjtg5wy2ma9xwqatwysu,cosmos10h5qkujhw8jnztppngtjtg5wy2ma9xwqtedlhq,cw20:juno1rws84uz7969aaa7pej303udhlkt3j9ca0l3egpcae98jwak9quzq8szn2l,145197985,145.197985,,,das_staking_active,Expanded from DAS staking contract juno1jktfdt5g2d0fguvy8r8pl4gly7wps8phkwy08z6upc4nazkumrwq7lj0vn; active staked PHMN attributed to user.,das_staked
juno,current,juno10h70yf335v3n0ahkm95qwrx6l2tnfhcrhjqm9t,cosmos10h70yf335v3n0ahkm95qwrx6l2tnfhcrpqrqzh,cw20:juno1rws84uz7969aaa7pej303udhlkt3j9ca0l3egpcae98jwak9quzq8szn2l,93374,0.093374,,,das_staking_active,Expanded from DAS staking contract juno1jktfdt5g2d0fguvy8r8pl4gly7wps8phkwy08z6upc4nazkumrwq7lj0vn; active staked PHMN attributed to user.,das_staked
juno,current,juno10h7f6lle9twcxnt3cmuuga2a4dktq6wzmrqfef,cosmos10h7f6lle9twcxnt3cmuuga2a4dktq6wzd3rj74,cw20:juno1rws84uz7969aaa7pej303udhlkt3j9ca0l3egpcae98jwak9quzq8szn2l,82368,0.082368,,,das_staking_active,Expanded from DAS staking contract juno1jktfdt5g2d0fguvy8r8pl4gly7wps8phkwy08z6upc4nazkumrwq7lj0vn; active staked PHMN attributed to user.,das_staked
juno,current,juno10hm8wmpkn7qhp4cd2d784r5t4lvnwy0sqvkqn3,cosmos10hm8wmpkn7qhp4cd2d784r5t4lvnwy0sk74m5d,cw20:juno1rws84uz7969aaa7pej303udhlkt3j9ca0l3egpcae98jwak9quzq8szn2l,135623,0.135623,,,das_staking_active,Expanded from DAS staking contract juno1jktfdt5g2d0fguvy8r8pl4gly7wps8phkwy08z6upc4nazkumrwq7lj0vn; active staked PHMN attributed to user.,das_staked
juno,current,juno10j98jz3qxekpkv43tu2zs37rflvppkluerm77h,cosmos10j98jz3qxekpkv43tu2zs37rflvppklu03c9et,cw20:juno1rws84uz7969aaa7pej303udhlkt3j9ca0l3egpcae98jwak9quzq8szn2l,2667,0.002667,,,das_staking_active,Expanded from DAS staking contract juno1jktfdt5g2d0fguvy8r8pl4gly7wps8phkwy08z6upc4nazkumrwq7lj0vn; active staked PHMN attributed to user.,das_staked
juno,current,juno10jh736v8zsxk0rwv76ym0gvjddx63t5580gm0y,cosmos10jh736v8zsxk0rwv76ym0gvjddx63t553atqgc,cw20:juno1rws84uz7969aaa7pej303udhlkt3j9ca0l3egpcae98jwak9quzq8szn2l,1101021,1.101021,,,das_staking_active,Expanded from DAS staking contract juno1jktfdt5g2d0fguvy8r8pl4gly7wps8phkwy08z6upc4nazkumrwq7lj0vn; active staked PHMN attributed to user.,das_staked
juno,current,juno10jtxj4jsvhpcs5zvsrr9pu43pfmyax9yn5j95r,cosmos10jtxj4jsvhpcs5zvsrr9pu43pfmyax9y9x37nl,cw20:juno1rws84uz7969aaa7pej303udhlkt3j9ca0l3egpcae98jwak9quzq8szn2l,11550,0.011550,,,das_staking_active,Expanded from DAS staking contract juno1jktfdt5g2d0fguvy8r8pl4gly7wps8phkwy08z6upc4nazkumrwq7lj0vn; active staked PHMN attributed to user.,das_staked
juno,current,juno10k0pvtwupqsvca0qc0wxt67v34mkz0nf2sfsj5,cosmos10k0pvtwupqsvca0qc0wxt67v34mkz0nfuz2t4g,cw20:juno1rws84uz7969aaa7pej303udhlkt3j9ca0l3egpcae98jwak9quzq8szn2l,3944352,3.944352,,,das_staking_active,Expanded from DAS staking contract juno1jktfdt5g2d0fguvy8r8pl4gly7wps8phkwy08z6upc4nazkumrwq7lj0vn; active staked PHMN attributed to user.,das_staked
juno,current,juno10k5u4sekh6q2wekc4mw9e45dme6js5mrqtktjd,cosmos10k5u4sekh6q2wekc4mw9e45dme6js5mrke4s43,cw20:juno1rws84uz7969aaa7pej303udhlkt3j9ca0l3egpcae98jwak9quzq8szn2l,251929,0.251929,,,das_staking_active,Expanded from DAS staking contract juno1jktfdt5g2d0fguvy8r8pl4gly7wps8phkwy08z6upc4nazkumrwq7lj0vn; active staked PHMN attributed to user.,das_staked
juno,current,juno10ka033a6vx803h7hd4mfe3l8ky0txwcq64rfuu,cosmos10ka033a6vx803h7hd4mfe3l8ky0txwcqv8qjmq,cw20:juno1rws84uz7969aaa7pej303udhlkt3j9ca0l3egpcae98jwak9quzq8szn2l,3800000,3.800000,,,das_staking_active,Expanded from DAS staking contract juno1jktfdt5g2d0fguvy8r8pl4gly7wps8phkwy08z6upc4nazkumrwq7lj0vn; active staked PHMN attributed to user.,das_staked
juno,current,juno10kdzk5r53r5anjtzyenegxhe9v54fjm3jw95aw,cosmos10kdzk5r53r5anjtzyenegxhe9v54fjm3yux06j,cw20:juno1rws84uz7969aaa7pej303udhlkt3j9ca0l3egpcae98jwak9quzq8szn2l,90722,0.090722,,,das_staking_active,Expanded from DAS staking contract juno1jktfdt5g2d0fguvy8r8pl4gly7wps8phkwy08z6upc4nazkumrwq7lj0vn; active staked PHMN attributed to user.,das_staked
juno,current,juno10lgdszxem58cy6nvh4nkffd4t3f8vaa9x34e2c,cosmos10lgdszxem58cy6nvh4nkffd4t3f8vaa9srkzdy,cw20:juno1rws84uz7969aaa7pej303udhlkt3j9ca0l3egpcae98jwak9quzq8szn2l,132110,0.132110,,,das_staking_pending_claim,Expanded from DAS staking contract juno1jktfdt5g2d0fguvy8r8pl4gly7wps8phkwy08z6upc4nazkumrwq7lj0vn; unbonding/pending claim PHMN attributed to user.,das_pending_claim
juno,current,juno10lhqnzq6nhemqa0y5hrj8vvgwhpyz7yymypeu8,cosmos10lhqnzq6nhemqa0y5hrj8vvgwhpyz7yydkzzmm,cw20:juno1rws84uz7969aaa7pej303udhlkt3j9ca0l3egpcae98jwak9quzq8szn2l,17027589,17.027589,,,das_staking_active,Expanded from DAS staking contract juno1jktfdt5g2d0fguvy8r8pl4gly7wps8phkwy08z6upc4nazkumrwq7lj0vn; active staked PHMN attributed to user.,das_staked
juno,current,juno10lp0ehzrmf3gq2vjumk4vw452u44tjhyqzqpzw,cosmos10lp0ehzrmf3gq2vjumk4vw452u44tjhyksr69j,cw20:juno1rws84uz7969aaa7pej303udhlkt3j9ca0l3egpcae98jwak9quzq8szn2l,4000000,4.000000,,,das_staking_active,Expanded from DAS staking contract juno1jktfdt5g2d0fguvy8r8pl4gly7wps8phkwy08z6upc4nazkumrwq7lj0vn; active staked PHMN attributed to user.,das_staked
